Date,Open,High,Low,Close,Adj Close,Volume,Increase/Decrease,,Buy_Sell_on_Open,,Buy_Sell,Return
8/30/2013,11.091333,11.280667,10.930667,11.266667,11.266667,165426000,-0.015808,0.03202,1,1,0,0.017704
9/3/2013,11.56,11.58,11.093333,11.262667,11.262667,180916500,0.025721,0.04387,0,0,1,-0.000355
9/4/2013,11.318,11.441333,11.037333,11.374667,11.374667,172135500,-0.005007,0.036603,0,1,0,0.009944
9/5/2013,11.34,11.433333,11.216667,11.328667,11.328667,100279500,0.000999,0.019316,1,0,0,-0.004044
9/6/2013,11.238,11.313333,11.01,11.131333,11.131333,129295500,0.009492,0.027551,1,0,0,-0.017419
9/9/2013,10.874667,10.966667,10.567333,10.713333,10.713333,215167500,0.014836,0.037789,0,0,1,-0.037552
9/10/2013,10.763333,11.166667,10.708667,11.091333,11.091333,134517000,-0.030474,0.042769,0,1,0,0.035283
9/11/2013,11.094,11.193333,10.808667,10.901333,10.901333,87487500,0.017367,0.035589,1,0,1,-0.017131
9/12/2013,10.933333,11.117333,10.700667,10.995333,10.995333,92400000,-0.005671,0.038938,0,0,1,0.008623
9/13/2013,10.851333,11.091333,10.810667,11.036,11.036,81018000,-0.017018,0.025962,1,1,1,0.003699
9/16/2013,11.2,11.39,11.056667,11.105333,11.105333,113623500,0.008452,0.030148,0,0,0,0.006282
9/17/2013,11.005333,11.228,10.890667,11.082,11.082,82453500,-0.006966,0.030974,0,1,0,-0.002101
9/18/2013,11.138,11.163333,10.946667,11.081333,11.081333,81595500,0.005088,0.019793,1,1,1,-0.00006
9/19/2013,11.386667,12.031333,11.272,11.861333,11.861333,233919000,-0.041686,0.067364,0,1,1,0.070389
9/20/2013,11.926667,12.388667,11.904,12.226,12.226,201025500,-0.025098,0.040715,0,1,0,0.030744
9/23/2013,12.298667,12.365333,11.807333,12.074,12.074,122601000,0.018268,0.047259,0,0,1,-0.012432
9/24/2013,11.942667,12.330667,11.843333,12.155333,12.155333,94101000,-0.017807,0.041148,1,1,1,0.006736
9/25/2013,12.237333,12.42,12.033333,12.349333,12.349333,123790500,-0.009152,0.032133,0,1,1,0.01596
9/26/2013,12.446667,12.645333,12.374,12.576,12.576,99216000,-0.010391,0.021928,0,1,1,0.018355
9/27/2013,12.501333,12.752,12.428667,12.726667,12.726667,88746000,-0.018025,0.026015,1,1,1,0.011981
9/30/2013,12.6,12.966667,12.533333,12.891333,12.891333,133870500,-0.023122,0.034575,0,1,0,0.012939
10/1/2013,12.930667,12.948667,12.558,12.866667,12.866667,116338500,0.004949,0.031109,1,0,0,-0.001913
10/2/2013,12.572667,12.788667,11.693333,12.063333,12.063333,311631000,0.040511,0.093672,1,0,0,-0.062435
10/3/2013,11.67,11.979333,11.2,11.554,11.554,357247500,0.00994,0.069583,0,1,1,-0.042222
10/4/2013,11.76,12.078667,11.51,12.065333,12.065333,216210000,-0.025964,0.049406,0,1,1,0.044256
10/7/2013,12.164,12.448667,12.017333,12.204667,12.204667,172284000,-0.003343,0.035893,1,1,0,0.011548
10/8/2013,12.293333,12.395333,11.547333,11.648667,11.648667,206358000,0.05244,0.073437,1,0,0,-0.045556
10/9/2013,11.648667,11.666,10.766667,11.252,11.252,229747500,0.034053,0.083529,0,0,1,-0.034053
10/10/2013,11.539333,11.716667,11.312667,11.528667,11.528667,133258500,0.000924,0.035712,0,0,1,0.024588
10/11/2013,11.516667,11.952667,11.413333,11.913333,11.913333,124666500,-0.034443,0.047255,0,1,1,0.033366
10/14/2013,11.666667,12.166667,11.61,11.981333,11.981333,116544000,-0.026971,0.047947,1,1,1,0.005708
10/15/2013,12.352,12.586,12.212,12.262667,12.262667,164677500,0.007232,0.030626,0,0,0,0.023481
10/16/2013,12.326667,12.486667,12.139333,12.237333,12.237333,123081000,0.007247,0.028612,0,0,0,-0.002066
10/17/2013,12.236,12.32,12.066,12.186667,12.186667,100575000,0.004032,0.021051,0,1,1,-0.00414
10/18/2013,12.276667,12.397333,12.168,12.226667,12.226667,88962000,0.004073,0.018847,1,0,0,0.003282
10/21/2013,12.218667,12.226,11.4,11.506667,11.506667,172981500,0.058271,0.072456,0,0,0,-0.058888
10/22/2013,11.366667,11.852,11.074,11.436,11.436,170800500,-0.0061,0.070255,1,0,0,-0.006141
10/23/2013,11.260667,11.454,10.676667,10.966667,10.966667,199806000,0.026109,0.072807,0,0,1,-0.04104
10/24/2013,11,11.633333,10.855333,11.543333,11.543333,162385500,-0.049394,0.07167,0,1,0,0.052584
10/25/2013,11.614,11.633333,11.12,11.310667,11.310667,113932500,0.026118,0.046163,1,0,0,-0.020156
10/28/2013,11.345333,11.366667,10.813333,10.857333,10.857333,117625500,0.043013,0.051171,1,0,1,-0.04008
10/29/2013,10.850667,11.03,10.2,10.964667,10.964667,211675500,-0.010506,0.081373,0,1,0,0.009886
10/30/2013,10.975333,11.178667,10.544667,10.614667,10.614667,126027000,0.032862,0.060125,1,0,1,-0.031921
10/31/2013,10.378,10.829333,10.22,10.662667,10.662667,140007000,-0.02743,0.059622,0,1,1,0.004522
11/1/2013,10.866667,11.06,10.694,10.811333,10.811333,107709000,0.005092,0.034225,1,1,1,0.013943
11/4/2013,11,11.692667,10.948,11.68,11.68,196806000,-0.061818,0.068019,1,1,1,0.080348
11/5/2013,12,12.095333,11.424,11.787333,11.787333,337006500,0.017722,0.058765,1,0,0,0.009189
11/6/2013,10.320667,10.715333,9.756667,10.077333,10.077333,466075500,0.023577,0.098258,0,0,0,-0.145071
11/7/2013,9.612667,9.71,9.174667,9.318,9.318,334270500,0.030654,0.058349,1,0,0,-0.075351
11/8/2013,9.098667,9.373333,8.821333,9.196667,9.196667,337168500,-0.010771,0.062576,0,1,1,-0.013021
11/11/2013,9.4,9.694667,9.14,9.646667,9.646667,209964000,-0.026241,0.060686,1,1,0,0.048931
11/12/2013,9.646,9.646667,9.078667,9.186667,9.186667,224778000,0.047619,0.062564,0,0,1,-0.047685
11/13/2013,9.389333,9.491333,9.089333,9.246667,9.246667,189874500,0.015194,0.044228,0,0,0,0.006531
11/14/2013,9.261333,9.36,8.940667,9.173333,9.173333,183055500,0.009502,0.046902,0,0,0,-0.007931
11/15/2013,9.123333,9.196667,8.956667,9.03,9.03,148503000,0.01023,0.026796,1,0,0,-0.015625
11/18/2013,9.018,9.03,7.974,8.105333,8.105333,347073000,0.101205,0.13243,0,0,1,-0.102399
11/19/2013,7.962,8.6,7.948,8.406,8.406,297243000,-0.055765,0.082033,0,1,0,0.037095
11/20/2013,8.405333,8.496667,7.937333,8.074,8.074,207744000,0.039419,0.070469,0,0,1,-0.039496
11/21/2013,8.192667,8.319333,8.016667,8.14,8.14,178557000,0.006429,0.037755,0,0,0,0.008174
11/22/2013,8.105333,8.183333,7.862,8.092,8.092,166450500,0.001645,0.040872,0,1,0,-0.005897
11/25/2013,8.3,8.389333,8.02,8.056,8.056,154009500,0.029398,0.046051,1,0,0,-0.004449
11/26/2013,7.958667,8.181333,7.74,8.033333,8.033333,208282500,-0.009382,0.05702,0,1,1,-0.002814
11/27/2013,8.087333,8.463333,7.968,8.462667,8.462667,185514000,-0.04641,0.062165,0,1,1,0.053444
11/29/2013,8.651333,8.706,8.465333,8.485333,8.485333,145743000,0.019188,0.02843,0,0,0,0.002678
12/2/2013,8.423333,8.57,8.262,8.278,8.278,116268000,0.017254,0.037279,1,1,1,-0.024434
12/3/2013,8.845333,9.662667,8.772667,9.646667,9.646667,385236000,-0.090594,0.101452,0,1,0,0.165338
12/4/2013,9.621333,9.628667,9.142,9.263333,9.263333,197215500,0.037209,0.053234,0,0,1,-0.039737
12/5/2013,9.343333,9.556667,9.3,9.365333,9.365333,139326000,-0.002355,0.027599,0,1,0,0.011011
12/6/2013,9.434,9.499333,9.086667,9.157333,9.157333,118644000,0.029327,0.045414,1,0,1,-0.022209
12/9/2013,9.133333,9.446667,8.947333,9.44,9.44,135922500,-0.033577,0.055808,1,1,1,0.030868
12/10/2013,9.336667,9.724667,9.324,9.479333,9.479333,161223000,-0.01528,0.042971,0,1,0,0.004167
12/11/2013,9.458667,9.536667,9.299333,9.31,9.31,107067000,0.015717,0.025522,1,0,1,-0.017863
12/12/2013,9.313333,9.882667,9.235333,9.831333,9.831333,161517000,-0.055619,0.070093,0,1,1,0.055997
12/13/2013,9.87,10.12,9.821333,9.843333,9.843333,158878500,0.002702,0.03041,0,1,1,0.001221
12/16/2013,9.898667,10.028667,9.74,9.862667,9.862667,100129500,0.003637,0.029637,1,0,1,0.001964
12/17/2013,9.838667,10.308667,9.754667,10.164,10.164,157425000,-0.033067,0.056793,1,1,0,0.030553
12/18/2013,10.149333,10.326667,9.73,9.865333,9.865333,173728500,0.027982,0.061322,1,0,0,-0.029385
12/19/2013,9.793333,9.8,9.273333,9.381333,9.381333,191100000,0.042069,0.056794,0,0,1,-0.049061
12/20/2013,9.438667,9.623333,9.438667,9.549333,9.549333,111189000,-0.011725,0.019565,0,1,1,0.017908
12/23/2013,9.656667,9.749333,9.506667,9.57,9.57,80782500,0.008975,0.025526,1,1,1,0.002164
12/24/2013,10,10.331333,9.988,10.094,10.094,149122500,-0.0094,0.034375,0,1,1,0.054754
12/26/2013,10.336,10.533333,10.286,10.366667,10.366667,106942500,-0.002967,0.024046,0,1,0,0.027013
12/27/2013,10.353333,10.366667,10.053333,10.074667,10.074667,81903000,0.026916,0.031167,0,0,1,-0.028167
12/30/2013,10.074667,10.320667,10.05,10.162667,10.162667,67012500,-0.008735,0.026932,0,1,0,0.008735
12/31/2013,10.154667,10.213333,9.910667,10.028667,10.028667,63936000,0.012408,0.030539,1,0,0,-0.013185
1/2/2014,9.986667,10.165333,9.77,10.006667,10.006667,92826000,-0.002003,0.040464,0,1,0,-0.002194
1/3/2014,10,10.146,9.906667,9.970667,9.970667,70425000,0.002933,0.024159,1,0,0,-0.003598
1/6/2014,10,10.026667,9.682667,9.8,9.8,80416500,0.02,0.035527,0,0,1,-0.017117
1/7/2014,9.841333,10.026667,9.683333,9.957333,9.957333,75511500,-0.011787,0.035456,1,1,1,0.016054
1/8/2014,9.923333,10.246667,9.917333,10.085333,10.085333,92448000,-0.016325,0.033208,0,1,0,0.012855
1/9/2014,10.166667,10.228667,9.79,9.835333,9.835333,80730000,0.03259,0.044808,1,0,0,-0.024788
1/10/2014,9.897333,9.926667,9.483333,9.714667,9.714667,111691500,0.018456,0.046749,0,0,0,-0.012269
1/13/2014,9.718667,9.8,9.188,9.289333,9.289333,94741500,0.044176,0.066609,1,0,1,-0.043783
1/14/2014,9.366667,10.8,9.111333,10.751333,10.751333,414105000,-0.147829,0.185337,0,1,1,0.157385
1/15/2014,11.23,11.482,10.806667,10.942,10.942,306984000,0.025646,0.062492,0,0,1,0.017734
1/16/2014,10.833333,11.513333,10.826667,11.398,11.398,179391000,-0.052123,0.063424,0,1,0,0.041674
1/17/2014,11.346,11.546667,11.196667,11.334,11.334,138093000,0.001058,0.031259,1,1,1,-0.005615
1/21/2014,11.416,11.819333,11.387333,11.778667,11.778667,146020500,-0.031768,0.037937,0,1,1,0.039233
1/22/2014,11.854,12.021333,11.650667,11.904,11.904,105339000,-0.004218,0.031815,1,0,1,0.010641
1/23/2014,11.815333,12.158667,11.561333,12.1,12.1,118011000,-0.024093,0.051667,0,1,0,0.016465
1/24/2014,11.856667,12.032,11.568667,11.64,11.64,114964500,0.018274,0.040051,1,0,0,-0.038017
1/27/2014,11.677333,11.861333,10.980667,11.308,11.308,130746000,0.031628,0.080201,0,0,1,-0.028522
1/28/2014,11.433333,11.932,11.4,11.892,11.892,91401000,-0.040117,0.046667,0,1,0,0.051645
1/29/2014,11.686667,11.939333,11.542,11.682,11.682,89032500,0.000399,0.034425,1,1,1,-0.017659
1/30/2014,11.866667,12.318667,11.800667,12.189333,12.189333,128475000,-0.027191,0.043896,0,1,0,0.043429
1/31/2014,11.923333,12.4,11.900667,12.094,12.094,97632000,-0.014314,0.041958,1,1,0,-0.007821
2/3/2014,12.192667,12.325333,11.677333,11.807333,11.807333,101473500,0.031604,0.055492,0,0,1,-0.023703
2/4/2014,12.046667,12.106667,11.746667,11.915333,11.915333,70294500,0.010902,0.030647,1,0,0,0.009147
2/5/2014,11.886667,12.039333,11.290667,11.628,11.628,109020000,0.021761,0.066308,0,0,1,-0.024115
2/6/2014,11.753333,12.007333,11.733333,11.892,11.892,87624000,-0.011798,0.023352,1,1,1,0.022704
2/7/2014,12.067333,12.442,11.973333,12.435333,12.435333,133927500,-0.030496,0.039143,1,1,1,0.045689
2/10/2014,12.622667,13.286667,12.621333,13.104,13.104,194560500,-0.038132,0.052715,0,1,1,0.053772
2/11/2014,13.264667,13.48,12.846667,13.108,13.108,160648500,0.011811,0.049299,0,0,0,0.000305
2/12/2014,13.052,13.218,12.954667,13.021333,13.021333,77605500,0.00235,0.020327,1,0,1,-0.006612
2/13/2014,12.889333,13.514667,12.883333,13.308667,13.308667,120439500,-0.032533,0.049004,0,1,0,0.022066
2/14/2014,13.206667,13.458667,13.133333,13.215333,13.215333,92370000,-0.000656,0.024772,1,1,1,-0.007013
2/18/2014,13.682667,13.733333,13.424,13.58,13.58,139992000,0.007503,0.023043,1,0,0,0.027594
2/19/2014,13.58,13.58,12.894,12.909333,12.909333,242535000,0.049386,0.053203,1,1,1,-0.049386
2/20/2014,14.334,14.347333,13.751333,13.998,13.998,270034500,0.023441,0.043341,0,0,0,0.084332
2/21/2014,14.109333,14.265333,13.946,13.973333,13.973333,117282000,0.009639,0.022898,1,0,1,-0.001762
2/24/2014,13.917333,14.557333,13.888,14.51,14.51,124176000,-0.042585,0.048195,1,1,1,0.038407
2/25/2014,15.333333,17.280001,15.23,16.533333,16.533333,490225500,-0.078261,0.134603,0,1,1,0.139444
2/26/2014,17.238667,17.666668,16.5,16.866667,16.866667,369069000,0.021579,0.070707,0,1,0,0.020161
2/27/2014,17.416668,17.459999,16.555332,16.836,16.836,269187000,0.03334,0.054645,0,0,0,-0.001818
2/28/2014,16.643333,16.845333,16.17,16.320667,16.320667,218847000,0.019387,0.041765,0,0,1,-0.030609
3/3/2014,15.817333,16.776667,15.666,16.704,16.704,196339500,-0.056057,0.070897,0,1,1,0.023488
3/4/2014,17.232,17.333332,16.855333,16.989332,16.989332,131184000,0.014082,0.028359,0,0,0,0.017082
3/5/2014,17.114668,17.132668,16.786667,16.844,16.844,89035500,0.015815,0.020612,1,0,1,-0.008554
3/6/2014,16.942667,17.166668,16.629999,16.862667,16.862667,110416500,0.004722,0.032271,1,0,0,0.001108
3/7/2014,16.862667,16.99,16.294001,16.414,16.414,117184500,0.026607,0.042715,0,0,0,-0.026607
3/10/2014,16.18,16.200001,15.737333,15.922667,15.922667,115921500,0.015904,0.029399,1,0,0,-0.029934
3/11/2014,15.766667,16.306667,15.495333,15.627333,15.627333,132151500,0.008837,0.05236,1,0,1,-0.018548
3/12/2014,15.433333,16.5,15.407333,16.099333,16.099333,146316000,-0.043153,0.070919,0,1,0,0.030203
3/13/2014,16.252666,16.279333,15.6,15.852667,15.852667,93544500,0.024611,0.043547,1,0,0,-0.015322
3/14/2014,15.686,15.796,15.221333,15.398,15.398,124345500,0.01836,0.037754,0,0,1,-0.028681
3/17/2014,15.663333,15.862,15.366667,15.598667,15.598667,88689000,0.004128,0.032234,1,1,1,0.013032
3/18/2014,15.796667,16.1,15.668,16.002666,16.002666,93634500,-0.013041,0.027572,0,1,0,0.0259
3/19/2014,16.092667,16.103333,15.567333,15.722667,15.722667,76069500,0.022992,0.034431,0,0,0,-0.017497
3/20/2014,15.744,15.95,15.557333,15.660667,15.660667,57268500,0.005293,0.02524,1,0,0,-0.003943
3/21/2014,15.734667,15.746667,15.166667,15.259333,15.259333,123253500,0.030209,0.038242,1,0,0,-0.025627
3/24/2014,15.316667,15.326667,14.018,14.678,14.678,169932000,0.041697,0.093356,0,0,1,-0.038097
3/25/2014,14.942667,15.136667,14.526667,14.696,14.696,117981000,0.016508,0.041992,0,0,0,0.001226
3/26/2014,14.796667,14.84,14.09,14.197333,14.197333,103609500,0.040505,0.053229,1,0,0,-0.033932
3/27/2014,14.158,14.24,13.533333,13.821333,13.821333,142435500,0.023779,0.052217,1,1,1,-0.026484
3/28/2014,14.186667,14.448,14.018,14.158,14.158,145272000,0.002021,0.030675,0,1,0,0.024359
3/31/2014,14.433333,14.45,13.759333,13.896667,13.896667,125700000,0.037182,0.050196,0,0,1,-0.018458
4/1/2014,13.934667,14.544,13.905333,14.464667,14.464667,110571000,-0.038035,0.04593,1,1,1,0.040873
4/2/2014,14.666667,15.392667,14.536667,15.352667,15.352667,161734500,-0.046773,0.058886,1,1,0,0.061391
4/3/2014,15.353333,15.715333,14.8,15.026667,15.026667,163855500,0.021277,0.061847,1,0,0,-0.021234
4/4/2014,15.067333,15.218,14.083333,14.148667,14.148667,170184000,0.060971,0.080568,0,0,0,-0.058429
4/7/2014,13.720667,14.413333,13.567333,13.834667,13.834667,147832500,-0.008309,0.062356,0,1,1,-0.022193
4/8/2014,14.003333,14.432667,13.761333,14.364,14.364,103339500,-0.025756,0.048784,0,1,1,0.038261
4/9/2014,14.450667,14.563333,14.059333,14.462,14.462,77368500,-0.000784,0.035848,1,1,0,0.006823
4/10/2014,14.454667,14.5,13.586,13.612667,13.612667,108172500,0.058251,0.067275,1,0,0,-0.058729
4/11/2014,13.374,13.8,13.24,13.585333,13.585333,136008000,-0.015802,0.042296,0,1,0,-0.002008
4/14/2014,13.84,13.896,12.960667,13.206,13.206,115545000,0.045809,0.072167,1,0,0,-0.027922
4/15/2014,13.272667,13.286,12.288,12.927333,12.927333,204889500,0.026018,0.081217,0,0,1,-0.021102
4/16/2014,13.133333,13.332667,12.721333,13.274,13.274,108033000,-0.010711,0.048056,0,1,0,0.026817
4/17/2014,13.307333,13.486,12.938667,13.208,13.208,88902000,0.007465,0.042302,0,0,1,-0.004972
4/21/2014,13.138667,13.746667,12.933333,13.625333,13.625333,78873000,-0.037041,0.062887,1,1,1,0.031597
4/22/2014,13.757333,14.622,13.667333,14.576,14.576,147070500,-0.059508,0.06985,0,1,0,0.069772
4/23/2014,14.422,14.449333,13.8,13.866,13.866,109434000,0.038552,0.047053,0,0,0,-0.04871
4/24/2014,14.054,14.186667,13.546667,13.857333,13.857333,82428000,0.013994,0.047244,1,0,0,-0.000625
4/25/2014,13.466667,13.78,13.176667,13.323333,13.323333,104950500,0.010644,0.045788,1,0,0,-0.038536
4/28/2014,13.333333,13.586,12.7,13.234,13.234,105630000,0.00745,0.069764,0,0,1,-0.006705
4/29/2014,13.214,13.81,13.035333,13.794667,13.794667,86686500,-0.043943,0.059428,0,1,1,0.042366
4/30/2014,13.573333,13.877333,13.418667,13.859333,13.859333,66609000,-0.021071,0.034181,1,1,0,0.004688
5/1/2014,13.805333,14.268,13.712667,13.848667,13.848667,81598500,-0.003139,0.040498,0,1,1,-0.00077
5/2/2014,13.906667,14.090667,13.768,14.060667,14.060667,61302000,-0.011074,0.023436,1,1,1,0.015308
5/5/2014,13.965333,14.512667,13.901333,14.440667,14.440667,77205000,-0.034037,0.043977,1,1,0,0.027026
5/6/2014,14.44,14.577333,13.79,13.818667,13.818667,84550500,0.043029,0.057095,1,0,0,-0.043073
5/7/2014,13.976,14.013333,13.15,13.423333,13.423333,152689500,0.039544,0.065653,1,0,0,-0.028609
5/8/2014,12.133333,12.96,11.866667,11.906,11.906,300849000,0.018736,0.092135,0,0,1,-0.113037
5/9/2014,11.990667,12.226667,11.814667,12.150667,12.150667,127428000,-0.013344,0.034872,0,1,1,0.02055
5/12/2014,12.258,12.479333,11.992,12.311333,12.311333,105034500,-0.004351,0.040638,1,0,1,0.013223
5/13/2014,12.250667,12.756,12.2,12.677333,12.677333,106458000,-0.034828,0.045574,0,1,1,0.029729
5/14/2014,12.596667,12.898667,12.473333,12.708,12.708,81100500,-0.008838,0.034099,1,1,0,0.002419
5/15/2014,12.665333,12.844,12.353333,12.572667,12.572667,90606000,0.007316,0.039719,0,0,1,-0.010649
5/16/2014,12.596667,12.802667,12.514667,12.770667,12.770667,67315500,-0.013813,0.023013,1,1,1,0.015748
5/19/2014,12.714667,13.126,12.666667,13.072667,13.072667,68575500,-0.028156,0.036263,1,1,0,0.023648
5/20/2014,13.129333,13.288667,12.871333,13.02,13.02,83191500,0.008327,0.032423,0,0,1,-0.004029
5/21/2014,13.078667,13.324667,12.986,13.296667,13.296667,79281000,-0.016668,0.026079,1,1,1,0.021249
5/22/2014,13.356667,13.792,13.304,13.658667,13.658667,93217500,-0.02261,0.036681,0,1,1,0.027225
5/23/2014,13.635333,13.850667,13.5,13.82,13.82,60102000,-0.013543,0.025975,1,1,1,0.011812
5/27/2014,13.901333,14.258,13.846667,14.104,14.104,80116500,-0.014579,0.029706,1,1,0,0.02055
5/28/2014,14.001333,14.184667,13.684,14.016,14.016,82426500,-0.001048,0.036588,0,1,0,-0.006239
5/29/2014,14.038,14.166,13.848,14.016,14.016,55387500,0.001567,0.022964,1,0,0,0
5/30/2014,14.02,14.32,13.801333,13.851333,13.851333,83716500,0.012031,0.037581,0,0,0,-0.011749
6/2/2014,13.822,13.956667,13.444667,13.646667,13.646667,70021500,0.012685,0.038082,0,0,1,-0.014776
6/3/2014,13.566,13.866667,13.506,13.662667,13.662667,57912000,-0.007126,0.026704,0,1,0,0.001173
6/4/2014,13.623333,13.750667,13.36,13.599333,13.599333,51411000,0.001762,0.029242,1,1,1,-0.004636
6/5/2014,13.631333,13.946667,13.603333,13.793333,13.793333,60819000,-0.011884,0.025239,0,1,1,0.014265
6/6/2014,13.983333,14.054,13.812,13.878,13.878,46107000,0.007533,0.017521,0,0,0,0.006138
6/9/2014,13.863333,13.999333,13.613333,13.687333,13.687333,42085500,0.012695,0.028355,1,0,0,-0.013739
6/10/2014,13.628667,13.798,13.436667,13.486667,13.486667,52720500,0.010419,0.026892,1,0,1,-0.014661
6/11/2014,13.433333,13.666667,13.283333,13.631333,13.631333,59662500,-0.014739,0.028858,1,1,0,0.010727
6/12/2014,13.673333,13.992,13.514,13.568,13.568,89905500,0.007704,0.035371,0,0,1,-0.004646
6/13/2014,13.652,13.786,13.438667,13.761333,13.761333,53164500,-0.008009,0.025846,1,1,1,0.014249
6/16/2014,13.784,15.032667,13.750667,14.974,14.974,198696000,-0.086332,0.093232,1,1,1,0.088121
6/17/2014,14.940667,15.702667,14.856667,15.444667,15.444667,199573500,-0.033733,0.056944,0,1,0,0.031432
6/18/2014,15.433333,15.447333,15.074667,15.141333,15.141333,104103000,0.01892,0.024721,1,0,1,-0.01964
6/19/2014,15.258667,15.687333,15.133333,15.186,15.186,131896500,0.004762,0.036608,0,0,1,0.00295
6/20/2014,15.234667,15.419333,15.08,15.306,15.306,73558500,-0.004682,0.022502,1,1,1,0.007902
6/23/2014,15.300667,15.932667,15.214667,15.814667,15.814667,116866500,-0.033593,0.047191,1,1,0,0.033233
6/24/2014,15.931333,16.125334,15.442,15.5,15.5,121138500,0.027074,0.044252,0,0,1,-0.019897
6/25/2014,15.536667,15.836667,15.349333,15.792667,15.792667,87024000,-0.016477,0.03175,0,1,0,0.018882
6/26/2014,15.811333,16.026667,15.614,15.706667,15.706667,76821000,0.00662,0.026429,1,0,1,-0.005446
6/27/2014,15.646,16,15.633333,15.937333,15.937333,84525000,-0.01862,0.023454,0,1,1,0.014686
6/30/2014,15.97,16.299334,15.933333,16.004,16.004,72429000,-0.002129,0.022971,0,1,0,0.004183
7/1/2014,16.164,16.229334,15.913333,15.981333,15.981333,65041500,0.011301,0.019858,1,0,0,-0.001416
7/2/2014,16.044001,16.155333,15.138,15.295333,15.295333,120411000,0.046663,0.067204,0,0,0,-0.042925
7/3/2014,15.419333,15.46,14.933333,15.283333,15.283333,77500500,0.00882,0.035268,1,0,0,-0.000785
7/7/2014,15.166667,15.318667,14.693333,14.844,14.844,88405500,0.021275,0.042559,1,0,0,-0.028746
7/8/2014,14.576667,14.730667,14.284667,14.604667,14.604667,117543000,-0.001921,0.031222,0,1,1,-0.016123
7/9/2014,14.751333,14.948,14.614,14.870667,14.870667,61731000,-0.00809,0.022855,1,0,0,0.018213
7/10/2014,14.478667,14.814667,14.402667,14.630667,14.630667,72958500,-0.010498,0.028606,0,1,0,-0.016139
7/11/2014,14.707333,14.773333,14.506667,14.542,14.542,49534500,0.011242,0.018382,1,0,1,-0.00606
7/14/2014,14.666,15.252667,14.363333,15.113333,15.113333,108048000,-0.030501,0.061917,0,1,0,0.039288
7/15/2014,15.115333,15.176667,14.54,14.638667,14.638667,85777500,0.031535,0.043787,0,0,0,-0.031407
7/16/2014,14.788,14.986667,14.454667,14.477333,14.477333,60667500,0.021008,0.036805,1,0,0,-0.011021
7/17/2014,14.410667,14.703333,14.24,14.36,14.36,69741000,0.003516,0.032537,0,0,1,-0.008105
7/18/2014,14.396667,14.747333,14.395333,14.668,14.668,63805500,-0.018847,0.024452,0,1,1,0.021449
7/21/2014,14.483333,14.880667,14.448,14.702667,14.702667,57333000,-0.015144,0.029946,0,1,0,0.002363
7/22/2014,14.812667,14.886667,14.607333,14.638667,14.638667,40950000,0.011747,0.019123,1,0,1,-0.004353
7/23/2014,14.667333,14.983333,14.628667,14.832667,14.832667,46249500,-0.011272,0.024245,1,1,1,0.013253
7/24/2014,14.883333,15.006667,14.72,14.902667,14.902667,48682500,-0.001299,0.019475,0,0,1,0.004719
7/25/2014,14.848,15.131333,14.783333,14.904667,14.904667,46306500,-0.003816,0.02354,1,1,1,0.000134
7/28/2014,14.95,15.466667,14.76,14.988,14.988,97714500,-0.002542,0.047877,0,1,1,0.005591
7/29/2014,15.107333,15.22,14.990667,15.000667,15.000667,50736000,0.007061,0.015298,1,0,1,0.000845
7/30/2014,14.794667,15.306667,14.736,15.261333,15.261333,73917000,-0.031543,0.038726,1,1,0,0.017377
7/31/2014,15.284,15.426667,14.766667,14.886667,14.886667,116236500,0.025997,0.044695,1,0,1,-0.02455
8/1/2014,15.072667,15.833333,15.066667,15.551333,15.551333,178437000,-0.031757,0.050885,0,1,1,0.044648
8/4/2014,15.625333,16.033333,15.551333,15.901333,15.901333,89395500,-0.017664,0.030994,0,1,0,0.022506
8/5/2014,15.831333,16.199333,15.712667,15.899333,15.899333,80829000,-0.004295,0.030973,1,1,1,-0.000126
8/6/2014,15.926667,16.761333,15.905333,16.595333,16.595333,138739500,-0.041984,0.053818,0,1,1,0.043775
8/7/2014,16.674667,17.112667,16.608,16.826,16.826,112183500,-0.009076,0.030387,0,1,0,0.0139
8/8/2014,16.743999,16.784,16.433332,16.542,16.542,76351500,0.012064,0.021339,1,1,1,-0.016879
8/11/2014,17.032,17.582666,17,17.288,17.288,121519500,-0.015031,0.034274,0,1,1,0.045097
8/12/2014,17.205334,17.353333,16.972,17.330667,17.330667,95734500,-0.007285,0.022468,1,1,1,0.002468
8/13/2014,17.467333,17.709333,17.307333,17.354,17.354,103989000,0.006488,0.023227,0,1,1,0.001346
8/14/2014,17.499332,17.533333,17.1,17.425333,17.425333,61899000,0.004229,0.025341,0,0,1,0.00411
8/15/2014,17.431999,17.472668,17.233334,17.467333,17.467333,58018500,-0.002027,0.013888,1,1,0,0.00241
8/18/2014,17.549999,17.817333,17.316668,17.329332,17.329332,87738000,0.012574,0.028912,0,0,0,-0.0079
8/19/2014,17.257999,17.288668,16.774668,17.117332,17.117332,80022000,0.008151,0.030641,0,0,0,-0.012234
8/20/2014,16.978001,17.249332,16.866667,17.047333,17.047333,45418500,-0.004084,0.022688,0,1,0,-0.004089
8/21/2014,17.101334,17.253332,16.884001,16.955999,16.955999,43734000,0.008498,0.021875,0,0,1,-0.005358
8/22/2014,16.969334,17.129999,16.840668,17.118668,17.118668,42501000,-0.0088,0.017181,1,1,1,0.009594
